rid,pid,score,info
15781,4917,5," I bought this wooden pirate ship for  pre-school children up to five years fo age. This study wooden ship has everything you expect of pirates - a attached springy walk-the-plank& canons& rope ladder& rowing boat& a captain to place in the crow's nest& crew members& a treasure chest& The back of the ship has a springy opening for children to put things in (or take out)& a wheel to steer and  an anchor. We placed this ship in a tuff top (on the floor) with sand& starfish& shells& fish& sharks&parrots& golden nuggets and silver coins the children made& treasure chests& spades& rakes and containers. The pirate ship certainly finished off the children's pirate theme along with them making telescopes& maps and dressing up. I thoroughly recommend this pirate ship. It is beautifully made and well worth buying.p.s. Just wanted to add that 3 years on& this toy (and accessories) are still in one piece even with lots of children constantly playing with it. It certainly is very sturdy and robust."
15782,4917,4," My little boy loves this even though he is only two.  The rest of the family seem to love it too!I think he will get a lot of use out of it for the next few years and it certainly seems very durable& as I keep finding parts of it in various locations in the house.  A great buy."
15783,4917,5," This is an excellent durable toy with bags of appeal. I bought this ship for my daughter when she was three and she still plays with it now at (very nearly) seven years old. Her younger brother also enjoys playing with this boat and its a nice toy for them to play with together.Even though a lot of the pieces are removable (cannons& steering wheel& mast& ladder& rope ladder& upper deck etc) we haven't lost any of the pieces and they all fit together nicely still. The movable bits (plank and loading door at the back) are attached with elastic and they haven't broken or been pulled off either.This is a gorgeous real wood toy that is simple& strong and sturdy but also really appeals to children from 2-7 years old. It is one of the most enduring and appealing of all the wooden toys I have bought for our children. Even though its expensive I think its a very good toy to buy for your first child and pass on to subsequent children& knowing that it won't break or get damaged easily."
15784,4917,5," I bought this toy for my grandson's 4th birthday. He loves It!It seems very robust and is good value for money."
15785,4917,5," Well made with lots of interesting detail to encourage play."
15786,4918,5," You can add (with this package) more elements to your NEVERLAND stuff. It's a nice pack."
15787,4919,5," Super set of pirates. They will be going in the pirate ship we have bought my son for Christmas. Excellent Big Jigs quality as always."
15788,4919,5," Great little [ wooden ]characters & forget all them plastic ones & these are |cool| [ and that`s something coming from an old granddad ] this is my [ oops & our third purchase of a range of these characters ]& think it`s about time I let the grandchild get to play with them !"
15789,4919,4," Very pleased with these pirates& though they a bit bigger than I expected. They are very well made and have distinctive and appealing characters. My grandsons might have liked them to look a bit more dastardly!"
15790,4919,5," This is a gorgeous set. They look great and are well made. Looking forward to my son opening them on his birthday."
15791,4919,5," They are brilliant having 8 grandchildren toys get a lot of use so sturdy toys are a must"
15792,4920,5," Great figure& a figure that a collector must have. The headsculpt is awesome& highly detailed. The body is faithfully reproduced and the jacket is really looking good.In the end& i like a lot this one."
15793,4921,2," Item does not come with 10 doubloons as stated only comes with 5. Was very disappointed as only ordered because this apparently came with extra doubloons. Contacted seller to suggest they change their description as it is incorrect. Appart from that item seems good but havent opened fully as bought for a Christmas pressie"
15794,4921,5," My 3 year old son loves this product. It's durable and easy to use. The discs fly out at some speed but obviously don't cause any damage. Makes sounds and looks great - what more could a 3 year old want! Fab! Was an excellent stocking filler (but too big to fit in a stocking!)"
15795,4921,5," Good item which was purchased as a Christmas present for my grandson who is a huge J"
15796,4921,3," Great item good quality but as with all these things the projectiles go missing in minutes...not sure if you can buy replacements..."
15797,4921,5," Well worth the money& my 4 year old loves it. Just need to see if you can buy the dabloons separately as we've lost 2 already :)"
15798,4921,5," Brought as a.present quick delivery and enjoyed by the recipient"
15799,4921,5," Very good quality toy for the price ordered more as gifts"
15800,4922,5," I've been searching everywhere for Smee& Sharkey and Bones figures with no luck so when I found this I had to buy it.  It's good value too as it's a 7 figure pack (including the chest and Peter Pans shadow in the sack).  My lil man loves playing with these along with Bucky and the Jolly Roger& hours of good entertainment!!"
